8.178363	9.538882
10.592723	10.251739
8.461725	9.567988
8.170317	8.448826
8.310468	7.041856
10.257209	10.139691
10.534852	8.703292
9.032924	9.038146
7.362156	6.195505
8.432590	9.289704
8.914629	8.305149
7.356813	6.531617
7.779159	5.881934
9.390304	9.041068
8.562661	7.050381
8.640868	7.826286
9.041878	8.855607
8.923378	9.036107
10.358964	10.180160
8.350996	8.167849
8.239472	8.684074
9.663955	8.656583
7.108110	7.686306
8.832185	7.272020
9.594221	11.640634
10.987230	10.294227
11.402435	10.139445
9.560285	10.465340
9.244457	8.238843
7.425952	7.111869
10.075793	9.843222
9.136215	9.169264
9.141664	7.702931
9.616096	9.642195
8.649449	7.973715
8.784189	7.640617
8.531601	8.224533
9.554762	7.499336
9.397663	9.559902
7.098126	6.953671
8.457001	8.801128
9.282907	8.793018
10.527858	11.143950
8.737954	7.533936
10.502651	11.134149
8.738221	6.687381
9.794402	9.654282
6.761911	5.915059
9.308864	9.113432
9.901317	8.822852
10.505892	10.280406
9.068357	8.804145
8.969673	8.295913
9.725570	10.069089
10.630260	9.830277
8.110660	7.973870
8.325826	7.931771
8.734739	8.954068
8.775652	8.298086
8.075679	9.646406
9.551860	9.088851
8.350904	8.949987
9.598830	11.211186
8.897672	8.804760
6.314612	6.805228
9.063392	8.802647
8.343625	7.114076
8.865823	9.750667
8.189974	7.126594
9.043917	8.325515
9.770708	7.986298
8.928125	10.976048
8.707859	9.197071
9.875048	10.692358
9.015945	8.556165
8.509117	8.070722
9.940069	10.451957
9.958421	10.149057
7.218023	6.332782
7.095956	7.365669
8.053221	10.033562
8.886838	7.600435
9.576168	9.391272
9.735310	12.178800
9.194884	7.409086
9.163866	9.013421
8.880165	8.725579
10.570222	10.259349
8.376768	7.454267
11.188504	11.340776
11.097959	10.020889
9.122589	10.289931
8.083205	6.493293
8.647194	9.117725
9.561077	11.407645
8.106532	8.610492
9.181342	9.544267
7.463722	5.955714
9.588335	10.608095
10.266340	8.996477
7.894383	7.945815
7.568965	8.108175
9.026260	9.425876
8.701930	9.930905
8.982914	6.562406
8.594637	8.789882
9.611379	9.572865
9.463781	9.642590
11.592494	11.395858
11.289522	10.453235
8.720452	8.468546
9.477916	8.533232
9.827523	10.642599
8.839634	9.967712
6.950117	7.563888
11.625258	12.100961
8.360779	8.068732
9.971717	9.593851
9.568779	8.562426
10.281901	9.358624
9.213471	9.461868
8.671583	8.662664
6.612577	5.796872
9.484494	9.550893
8.812858	8.398132
7.522401	5.980502
9.774023	10.781905
9.832231	10.551043
9.388390	10.252882
10.382897	11.377042
7.967238	7.766347
8.824545	11.150096
10.288144	9.787896
8.251221	6.353890
8.924937	9.253570
7.979953	8.123374
8.408955	9.527940
7.756622	8.689615
9.380702	10.044321
8.548954	8.958743
8.445248	7.368937
8.449242	8.517178
10.180898	10.840733
8.512381	9.154984
